PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,HasCabin,Sex_Encoded,Embarked_Encoded,Title_Encoded,AgeGroup_Encoded,FareBin_Encoded
808,0,3,18.0,0,0,7.775,1,1,0,0,2,1,4,1
809,0,2,39.0,0,0,13.0,1,1,0,1,2,2,2,2
810,1,1,33.0,1,0,53.1,2,0,1,0,2,3,0,3
811,0,3,26.0,0,0,7.8875,1,1,0,1,2,2,0,1
812,0,3,39.0,0,0,24.15,1,1,0,1,2,2,2,0
813,0,2,35.0,0,0,10.5,1,1,0,1,2,2,0,2
814,0,3,6.0,4,2,31.275,7,0,0,0,2,1,1,3
815,0,3,30.5,0,0,8.05,1,1,0,1,2,2,0,2
816,0,1,40.0,0,0,0.0,1,1,1,1,2,2,2,1
817,0,3,23.0,0,0,7.925,1,1,0,0,2,1,0,2
818,0,2,31.0,1,1,37.0042,3,0,0,1,0,2,0,3
819,0,3,43.0,0,0,6.45,1,1,0,1,2,2,2,1
820,0,3,10.0,3,2,27.9,6,0,0,1,2,0,1,0
821,1,1,52.0,1,1,93.5,3,0,1,0,2,3,2,3
822,1,3,27.0,0,0,8.6625,1,1,0,1,2,2,0,2
823,0,1,38.0,0,0,0.0,1,1,0,1,2,4,2,1
824,1,3,27.0,0,1,12.475,2,0,1,0,2,3,0,2
825,0,3,2.0,4,1,39.6875,6,0,0,1,2,0,1,3
826,0,3,26.0,0,0,6.95,1,1,0,1,1,2,0,1
827,0,3,26.0,0,0,56.4958,1,1,0,1,2,2,0,3
828,1,2,1.0,0,2,37.0042,3,0,0,1,0,0,1,3
829,1,3,26.0,0,0,7.75,1,1,0,1,1,2,0,1
830,1,1,62.0,0,0,80.0,1,1,1,0,2,3,3,3
831,1,3,15.0,1,0,14.4542,2,0,0,0,0,3,4,2
832,1,2,0.83,1,1,18.75,3,0,0,1,2,0,1,0
833,0,3,26.0,0,0,7.2292,1,1,0,1,0,2,0,1
834,0,3,23.0,0,0,7.8542,1,1,0,1,2,2,0,1
835,0,3,18.0,0,0,8.3,1,1,0,1,2,2,4,2
836,1,1,39.0,1,1,83.1583,3,0,1,0,0,1,2,3
837,0,3,21.0,0,0,8.6625,1,1,0,1,2,2,0,2
838,0,3,26.0,0,0,8.05,1,1,0,1,2,2,0,2
839,1,3,32.0,0,0,56.4958,1,1,0,1,2,2,0,3
840,1,1,40.0,0,0,29.7,1,1,1,1,0,2,2,0
841,0,3,20.0,0,0,7.925,1,1,0,1,2,2,0,2
842,0,2,16.0,0,0,10.5,1,1,0,1,2,2,4,2
843,1,1,30.0,0,0,31.0,1,1,0,0,0,1,0,0
844,0,3,34.5,0,0,6.4375,1,1,0,1,0,2,0,1
845,0,3,17.0,0,0,8.6625,1,1,0,1,2,2,4,2
846,0,3,42.0,0,0,7.55,1,1,0,1,2,2,2,1
847,0,3,26.0,8,2,69.55,11,0,0,1,2,2,0,3
848,0,3,35.0,0,0,7.8958,1,1,0,1,0,2,0,1
849,0,2,28.0,0,1,33.0,2,0,0,1,2,4,0,3
850,1,1,40.0,1,0,89.1042,2,0,1,0,0,3,2,3
851,0,3,4.0,4,2,31.275,7,0,0,1,2,0,1,3
852,0,3,74.0,0,0,7.775,1,1,0,1,2,2,3,1
853,0,3,9.0,1,1,15.2458,3,0,0,0,0,1,1,0
854,1,1,16.0,0,1,39.4,2,0,1,0,2,1,4,3
855,0,2,44.0,1,0,26.0,2,0,0,0,2,3,2,0
856,1,3,18.0,0,1,9.35,2,0,0,0,2,3,4,2
857,1,1,45.0,1,1,164.8667,3,0,0,0,2,3,2,3
858,1,1,51.0,0,0,26.55,1,1,1,1,2,2,2,0
859,1,3,24.0,0,3,19.2583,4,0,0,0,0,3,0,0
860,0,3,26.0,0,0,7.2292,1,1,0,1,0,2,0,1
861,0,3,41.0,2,0,14.1083,3,0,0,1,2,2,2,2
862,0,2,21.0,1,0,11.5,2,0,0,1,2,2,0,2
863,1,1,48.0,0,0,25.9292,1,1,1,0,2,3,2,0
864,0,3,18.0,8,2,69.55,11,0,0,0,2,1,4,3
865,0,2,24.0,0,0,13.0,1,1,0,1,2,2,0,2
866,1,2,42.0,0,0,13.0,1,1,0,0,2,3,2,2
867,1,2,27.0,1,0,13.8583,2,0,0,0,0,1,0,2
868,0,1,31.0,0,0,50.4958,1,1,1,1,2,2,0,3
869,0,3,26.0,0,0,9.5,1,1,0,1,2,2,0,2
870,1,3,4.0,1,1,11.1333,3,0,0,1,2,0,1,2
871,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
872,1,1,47.0,1,1,52.5542,3,0,1,0,2,3,2,3
873,0,1,33.0,0,0,5.0,1,1,1,1,2,2,0,1
874,0,3,47.0,0,0,9.0,1,1,0,1,2,2,2,2
875,1,2,28.0,1,0,24.0,2,0,0,0,0,3,0,0
876,1,3,15.0,0,0,7.225,1,1,0,0,0,1,4,1
877,0,3,20.0,0,0,9.8458,1,1,0,1,2,2,0,2
878,0,3,19.0,0,0,7.8958,1,1,0,1,2,2,0,1
879,0,3,26.0,0,0,7.8958,1,1,0,1,2,2,0,1
880,1,1,56.0,0,1,83.1583,2,0,1,0,0,3,2,3
881,1,2,25.0,0,1,26.0,2,0,0,0,2,3,0,0
882,0,3,33.0,0,0,7.8958,1,1,0,1,2,2,0,1
883,0,3,22.0,0,0,10.5167,1,1,0,0,2,1,0,2
884,0,2,28.0,0,0,10.5,1,1,0,1,2,2,0,2
885,0,3,25.0,0,0,7.05,1,1,0,1,2,2,0,1
886,0,3,39.0,0,5,29.125,6,0,0,0,1,3,2,0
887,0,2,27.0,0,0,13.0,1,1,0,1,2,4,0,2
888,1,1,19.0,0,0,30.0,1,1,1,0,2,1,0,0
889,0,3,18.0,1,2,23.45,4,0,0,0,2,1,4,0
890,1,1,26.0,0,0,30.0,1,1,1,1,0,2,0,0
891,0,3,32.0,0,0,7.75,1,1,0,1,1,2,0,1
